Species	Covered_bases	Breadth	TotalBases	Average_coverage	Average_coverage_on_covered_area
Sphingobacterium multivorum	21208	0.35289808902889297	21852	0.0036361415699072844	1.0303658996605054
Sphingobacterium paludis	1560	0.032623561740090595	1560	3.262356174009059e-4	1
Sphingobacterium paucimobilis	546	0.010650834247074775	546	1.0650834247074776e-4	1
Sphingobacterium siyangense	58280	0.8636882660361407	60790	0.00900885547226098	1.0430679478380234
Sphingobacterium thalpophilum	2066	0.034991203929447844	2066	3.4991203929447844e-4	1
Sphingobacterium wenxiniae	23828	0.619810794873269	24695	0.006423630845809709	1.0363857646466341
Sphingobium yanoikuyae	23148	0.4183943871384394	23148	0.004183943871384394	1
Sphingomonas ginsenosidimutans	560	0.0143554885518824	560	1.43554885518824e-4	1
Sphingomonas paucimobilis	496	0.011461842463445735	496	1.1461842463445735e-4	1
Sphingomonas rubra	188	0.00587462916403402	361	1.128053791604405e-4	1.9202127659574468
Sphingomonas sanxanigenens	618	0.009391671927320008	618	9.391671927320008e-5	1
Staphylococcus petrasii subsp. pragensis	477	0.015414096304171501	477	1.5414096304171502e-4	1
Stenotrophomonas acidaminiphila	484	0.012276412041029595	484	1.2276412041029594e-4	1
Stenotrophomonas chelatiphaga	571	0.01439108569274049	571	1.439108569274049e-4	1
Stenotrophomonas daejeonensis	776	0.023623540614680874	776	2.3623540614680873e-4	1
Stenotrophomonas indicatrix	1897	0.04161550650371172	1897	4.161550650371172e-4	1
Stenotrophomonas koreensis	524	0.01729427731043624	524	1.729427731043624e-4	1
Stenotrophomonas lactitubi	443	0.009093859509929242	443	9.093859509929242e-5	1
Stenotrophomonas maltophilia	3209	0.06500263433860883	3209	6.500263433860883e-4	1
Stenotrophomonas nitritireducens	608	0.015263009519047008	608	1.5263009519047007e-4	1
Stenotrophomonas panacihumi	579	0.014758529805730336	579	1.4758529805730336e-4	1
Stenotrophomonas pavanii	3925	0.08872059477382577	4189	9.468804369619266e-4	1.0672611464968154
Stenotrophomonas rhizophila	366	0.007872701429304001	366	7.872701429304001e-5	1
Streptococcus orisasini	632	0.02748830007480993	915	3.9797143304511214e-4	1.4477848101265822
Streptococcus thermophilus	1385	0.07429548036721816	1744	9.355329802197001e-4	1.259205776173285
Streptomyces albidoflavus	1572	0.022188681993701068	1572	2.2188681993701067e-4	1
Streptomyces barkulensis	958	0.014637411604472692	1346	2.0565716095636996e-4	1.4050104384133613
Streptomyces cavourensis	2057	0.027016885356335903	2057	2.7016885356335904e-4	1
Streptomyces diastaticus	1398	0.018123107233958814	1398	1.8123107233958814e-4	1
Streptomyces koyangensis	604	0.008364678952127308	604	8.364678952127308e-5	1
Streptomyces olindensis	2593	0.027638460372544704	43242	0.00460911031017963	16.676436559969147
Streptomyces purpurogeneiscleroticus	648	0.009291717337355156	648	9.291717337355156e-5	1
Streptomyces wadayamensis	1477	0.020932521882776178	1477	2.0932521882776177e-4	1
Streptomyces xiamenensis	595	0.009980875300956938	595	9.980875300956939e-5	1
Tatumella citrea	36927	0.8221983535993972	44534	0.00991572060530115	1.2060010290573293
Tatumella morbirosei	27964	0.6336160935406234	29469	0.006677168023368842	1.0538191961092833
Tatumella ptyseos	1440702	40.70875577521293	2047586	0.5785698805356357	1.4212418668121514
Tatumella saanichensis	391468	11.796115129852245	461806	0.13915611860117674	1.1796775215343271
Tetrapisispora iriomotensis	570	0.0047271034864129775	787	6.52672007685441e-5	1.380701754385965
Thalassolituus oleivorans	1260	0.0321401678635053	1260	3.2140167863505296e-4	1
Thielaviopsis ethacetica	544046	1.8461910174451996	563571	0.01912448061179769	1.0358885094275117
Thielaviopsis punctulata	29929	0.10644200121916261	43088	0.0015324177047449895	1.4396738948845602
Torulaspora delbrueckii	440112	4.773098030318377	489967	0.05313784951605511	1.1132779837859454
Torulaspora franciscae	1794	0.01707032173274613	2225	2.1171385649587592e-4	1.2402452619843924
Torulaspora maleeae	1401	0.015144181034902095	1472	1.5911659160154092e-4	1.0506780870806567
Torulaspora microellipsoides	16869	0.16197125420710948	89633	0.00860630116091401	5.313474420534709
Torulaspora pretoriensis	4219	0.03641584844654341	5569	4.806822943797114e-4	1.3199810381607016
Vibrio navarrensis	764	0.017209567708724012	853	1.9214347193117253e-4	1.1164921465968587
Vibrio ordalii	637	0.018668493854050477	945	2.769501835491005e-4	1.4835164835164836
Weissella ceti	484	0.03481020169059628	484	3.4810201690596283e-4	1
Weissella cibaria	45638	1.9689739272094868	47685	0.02057288262390648	1.0448529733993601
Weissella confusa	9553	0.4306443120510084	10774	0.004856863621938202	1.1278132523814508
Weissella halotolerans	896	0.06596068125016104	5211	0.0038361731026181826	5.815848214285714
Weissella hellenica	3934	0.2165718774755889	7440	0.0040958179166710245	1.891204880528724
Weissella jogaejeotgali	7776	0.3617509752063809	23391	0.010881837784275277	3.0081018518518516
Weissella koreensis	4821	0.2788413710134533	21092	0.012199382280472428	4.375025928230658
Weissella minor	688	0.03890304716033201	2173	0.001228725602898277	3.1584302325581395
Weissella oryzae	844	0.039634163521918064	1087	5.104542150275467e-4	1.287914691943128
Weissella paramesenteroides	32182	1.6251704984741617	34621	0.0174833844471052	1.0757877074140825
Weissella soli	775	0.0460436886282189	775	4.60436886282189e-4	1
Weissella thailandensis	2555	0.12879160208183685	4416	0.0022260027976257987	1.728375733855186
Xanthomonas arboricola	1181	0.023227561064786014	1181	2.3227561064786015e-4	1
Xanthomonas cucurbitae	1703	0.038492860964373876	1703	3.8492860964373874e-4	1
Xanthomonas hortorum	608	0.011006957374652388	608	1.1006957374652389e-4	1
Xanthomonas massiliensis	53203	1.4419321668796017	54866	0.014870035574688687	1.0312576358476027
Xanthomonas phaseoli	570	0.010557205607691276	570	1.0557205607691276e-4	1
Xanthomonas retroflexus	1020	0.021909249311791817	1020	2.1909249311791816e-4	1
Yersinia enterocolitica subsp. paleartica	475	0.010268316514911757	475	1.0268316514911757e-4	1
Yersinia pestis	645	0.0135018192916506	645	1.35018192916506e-4	1
Yersinia rohdei	1875	0.04342813095978717	1945	4.504944784895256e-4	1.0373333333333334
Yersinia wautersii	1000	0.020581010148907723	1000	2.0581010148907724e-4	1
